GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,NAME_M,AF2LM001
"G0500470","2012-2016",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",17799,"Franklin County, Arkansas",0
"G0500490","2012-2016",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",12186,"Fulton County, Arkansas",0
"G0500510","2012-2016",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",97119,"Garland County, Arkansas",0
"G0500530","2012-2016",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",18046,"Grant County, Arkansas",0
"G0500550","2012-2016",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Arkansas",43745,"Greene County, Arkansas",0
"G0500570","2012-2016",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County, Arkansas",22208,"Hempstead County, Arkansas",0
"G0500590","2012-2016",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",33440,"Hot Spring County, Arkansas",0
"G0500610","2012-2016",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",13487,"Howard County, Arkansas",0
"G0500630","2012-2016",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",37030,"Independence County, Arkansas",0
"G0500650","2012-2016",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",13461,"Izard County, Arkansas",0
"G0500670","2012-2016",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",17495,"Jackson County, Arkansas",0
"G0500690","2012-2016",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",72385,"Jefferson County, Arkansas",0
"G0500710","2012-2016",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",26025,"Johnson County, Arkansas",0
"G0500730","2012-2016",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",7127,"Lafayette County, Arkansas",0
"G0500750","2012-2016",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",16915,"Lawrence County, Arkansas",0
"G0500770","2012-2016",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",9781,"Lee County, Arkansas",0
"G0500790","2012-2016",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",13935,"Lincoln County, Arkansas",0
"G0500810","2012-2016",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",12616,"Little River County, Arkansas",0
"G0500830","2012-2016",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",21935,"Logan County, Arkansas",0
"G0500850","2012-2016",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",71279,"Lonoke County, Arkansas",0
"G0500870","2012-2016",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",15761,"Madison County, Arkansas",0
"G0500890","2012-2016",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",16404,"Marion County, Arkansas",0
"G0500910","2012-2016",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",43666,"Miller County, Arkansas",0
"G0500930","2012-2016",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",44199,"Mississippi County, Arkansas",0
"G0500950","2012-2016",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",7542,"Monroe County, Arkansas",0
"G0500970","2012-2016",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",9100,"Montgomery County, Arkansas",0
"G0500990","2012-2016",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",8668,"Nevada County, Arkansas",0
"G0501010","2012-2016",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",7988,"Newton County, Arkansas",0
"G0501030","2012-2016",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",24728,"Ouachita County, Arkansas",0
"G0501050","2012-2016",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",10246,"Perry County, Arkansas",0
"G0501070","2012-2016",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",19929,"Phillips County, Arkansas",0
"G0501090","2012-2016",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",11017,"Pike County, Arkansas",0
"G0501110","2012-2016",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",24131,"Poinsett County, Arkansas",0
"G0501130","2012-2016",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",20290,"Polk County, Arkansas",0
"G0501150","2012-2016",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",63107,"Pope County, Arkansas",0
"G0501170","2012-2016",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",8334,"Prairie County, Arkansas",0
"G0501190","2012-2016",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",391806,"Pulaski County, Arkansas",0
"G0501210","2012-2016",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",17584,"Randolph County, Arkansas",0
"G0501230","2012-2016",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",27023,"St. Francis County, Arkansas",0
"G0501250","2012-2016",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",115577,"Saline County, Arkansas",0
"G0501270","2012-2016",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",10661,"Scott County, Arkansas",0
"G0501290","2012-2016",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",7938,"Searcy County, Arkansas",0
"G0501310","2012-2016",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",127351,"Sebastian County, Arkansas",0
"G0501330","2012-2016",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",17193,"Sevier County, Arkansas",0
"G0501350","2012-2016",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",17027,"Sharp County, Arkansas",0
"G0501370","2012-2016",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",12503,"Stone County, Arkansas",0
"G0501390","2012-2016",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",40334,"Union County, Arkansas",0
"G0501410","2012-2016",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",16892,"Van Buren County, Arkansas",0
"G0501430","2012-2016",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",219930,"Washington County, Arkansas",0
"G0501450","2012-2016",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",78823,"White County, Arkansas",0
"G0501470","2012-2016",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",6873,"Woodruff County, Arkansas",0
"G0501490","2012-2016",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",21716,"Yell County, Arkansas",0
"G0600010","2012-2016",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",1605217,"Alameda County, California",0
"G0600030","2012-2016",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",1184,"Alpine County, California",191
"G0600050","2012-2016",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",36963,"Amador County, California",0
"G0600070","2012-2016",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",223877,"Butte County, California",0
"G0600090","2012-2016",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",44787,"Calaveras County, California",0
"G0600110","2012-2016",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",21361,"Colusa County, California",0
"G0600130","2012-2016",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",1107925,"Contra Costa County, California",0
"G0600150","2012-2016",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",27628,"Del Norte County, California",0
"G0600170","2012-2016",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",183000,"El Dorado County, California",0
"G0600190","2012-2016",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",963160,"Fresno County, California",0
"G0600210","2012-2016",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",27976,"Glenn County, California",0
"G0600230","2012-2016",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",135182,"Humboldt County, California",0
"G0600250","2012-2016",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",178807,"Imperial County, California",0
"G0600270","2012-2016",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",18326,"Inyo County, California",0
"G0600290","2012-2016",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",871337,"Kern County, California",0
"G0600310","2012-2016",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",150261,"Kings County, California",0
"G0600330","2012-2016",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",64076,"Lake County, California",0
"G0600350","2012-2016",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",31945,"Lassen County, California",0
"G0600370","2012-2016",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",10057155,"Los Angeles County, California",0
"G0600390","2012-2016",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",153366,"Madera County, California",0
"G0600410","2012-2016",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",259358,"Marin County, California",0
"G0600430","2012-2016",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",17645,"Mariposa County, California",0
"G0600450","2012-2016",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",87409,"Mendocino County, California",0
"G0600470","2012-2016",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",265001,"Merced County, California",0
"G0600490","2012-2016",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",9033,"Modoc County, California",0
"G0600510","2012-2016",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",14051,"Mono County, California",0
"G0600530","2012-2016",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",430201,"Monterey County, California",0
"G0600550","2012-2016",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",140823,"Napa County, California",0
"G0600570","2012-2016",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",98639,"Nevada County, California",0
"G0600590","2012-2016",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",3132211,"Orange County, California",0
"G0600610","2012-2016",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",370571,"Placer County, California",0
"G0600630","2012-2016",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",18754,"Plumas County, California",0
"G0600650","2012-2016",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",2323892,"Riverside County, California",0
"G0600670","2012-2016",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",1479300,"Sacramento County, California",0
"G0600690","2012-2016",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",58051,"San Benito County, California",0
"G0600710","2012-2016",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",2106754,"San Bernardino County, California",0
"G0600730","2012-2016",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",3253356,"San Diego County, California",0
"G0600750","2012-2016",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",850282,"San Francisco County, California",0
"G0600770","2012-2016",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",714860,"San Joaquin County, California",0
"G0600790","2012-2016",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",278680,"San Luis Obispo County, California",0
"G0600810","2012-2016",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",754748,"San Mateo County, California",0
"G0600830","2012-2016",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",439395,"Santa Barbara County, California",0
"G0600850","2012-2016",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",1885056,"Santa Clara County, California",0
"G0600870","2012-2016",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",270931,"Santa Cruz County, California",0
"G0600890","2012-2016",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",179228,"Shasta County, California",0
"G0600910","2012-2016",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",2931,"Sierra County, California",191
"G0600930","2012-2016",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",43668,"Siskiyou County, California",0
"G0600950","2012-2016",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",429596,"Solano County, California",0
"G0600970","2012-2016",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",497776,"Sonoma County, California",0
"G0600990","2012-2016",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",530561,"Stanislaus County, California",0
"G0601010","2012-2016",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",95406,"Sutter County, California",0
"G0601030","2012-2016",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",63015,"Tehama County, California",0
"G0601050","2012-2016",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",13180,"Trinity County, California",0
"G0601070","2012-2016",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",455769,"Tulare County, California",0
"G0601090","2012-2016",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",53864,"Tuolumne County, California",0
"G0601110","2012-2016",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",843110,"Ventura County, California",0
"G0601130","2012-2016",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",209671,"Yolo County, California",0
"G0601150","2012-2016",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",73897,"Yuba County, California",0
"G0800010","2012-2016",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",479977,"Adams County, Colorado",0
"G0800030","2012-2016",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",16353,"Alamosa County, Colorado",0
"G0800050","2012-2016",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",617668,"Arapahoe County, Colorado",0
"G0800070","2012-2016",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",12355,"Archuleta County, Colorado",0
"G0800090","2012-2016",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",3648,"Baca County, Colorado",0
"G0800110","2012-2016",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",5816,"Bent County, Colorado",0
"G0800130","2012-2016",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",313961,"Boulder County, Colorado",0
"G0800140","2012-2016",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",62449,"Broomfield County, Colorado",0
"G0800150","2012-2016",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",18507,"Chaffee County, Colorado",0
"G0800170","2012-2016",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",2071,"Cheyenne County, Colorado",166
"G0800190","2012-2016",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",9238,"Clear Creek County, Colorado",0
"G0800210","2012-2016",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",8213,"Conejos County, Colorado",0
"G0800230","2012-2016",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",3590,"Costilla County, Colorado",0
"G0800250","2012-2016",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",5537,"Crowley County, Colorado",0
"G0800270","2012-2016",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",4375,"Custer County, Colorado",0
"G0800290","2012-2016",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",30221,"Delta County, Colorado",0
"G0800310","2012-2016",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",663303,"Denver County, Colorado",0
"G0800330","2012-2016",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",1789,"Dolores County, Colorado",166
"G0800350","2012-2016",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",314238,"Douglas County, Colorado",0
"G0800370","2012-2016",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",52894,"Eagle County, Colorado",0
"G0800390","2012-2016",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",24225,"Elbert County, Colorado",0
"G0800410","2012-2016",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",665171,"El Paso County, Colorado",0
"G0800430","2012-2016",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",46835,"Fremont County, Colorado",0
"G0800450","2012-2016",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",57495,"Garfield County, Colorado",0
"G0800470","2012-2016",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",5708,"Gilpin County, Colorado",0
"G0800490","2012-2016",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",14490,"Grand County, Colorado",0
"G0800510","2012-2016",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",15889,"Gunnison County, Colorado",0
"G0800530","2012-2016",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",856,"Hinsdale County, Colorado",95
"G0800550","2012-2016",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",6521,"Huerfano County, Colorado",0
"G0800570","2012-2016",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",1306,"Jackson County, Colorado",109
"G0800590","2012-2016",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",558810,"Jefferson County, Colorado",0
"G0800610","2012-2016",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",1465,"Kiowa County, Colorado",109
"G0800630","2012-2016",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",8174,"Kit Carson County, Colorado",0
"G0800650","2012-2016",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",7401,"Lake County, Colorado",0
"G0800670","2012-2016",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",53994,"La Plata County, Colorado",0
"G0800690","2012-2016",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",325228,"Larimer County, Colorado",0
"G0800710","2012-2016",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",14322,"Las Animas County, Colorado",0
"G0800730","2012-2016",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Colorado",5515,"Lincoln County, Colorado",0
"G0800750","2012-2016",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Colorado",21862,"Logan County, Colorado",0
"G0800770","2012-2016",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesa County, Colorado",148166,"Mesa County, Colorado",0
"G0800790","2012-2016",,,"Colorado","08","Mineral County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Colorado",793,"Mineral County, Colorado",94
"G0800810","2012-2016",,,"Colorado","08","Moffat County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moffat County, Colorado",13034,"Moffat County, Colorado",0
